uniqueid,age_band,gender,culp_planning,culp_forcethreat,culp_role,culp_other_sophisticated,culp_other_usedchild,culp_other_banning,culp_other_involveothers,culp_other_coerced,culp_other_disorder,value_goods,harm_emotional,harm_injury,harm_damage,harm_effect,harm_otherfactors,culpability_category,harm_category,starting_point,agg_precons,agg_precons_amount,agg_attemptstoconceal,agg_failuretocomply,agg_bail,agg_TICs,agg_widerimpact,agg_prevalence,agg_professional,agg_stealing,agg_otherfactors,mit_age,mit_character,mit_convictions,mit_finhardship,mit_steps,mit_disorder,mit_remorse,mit_return,mit_condition,mit_carer,mit_otherfactors,outcome_before_GP,GP_entered,GP_firstopportunity,GP_when,GP_fewerrequirements,GP_reduction,GP_percentreduction,GP_droppedthreshold,outcome,outcome_custody_measure,outcome_custody_length,outcome_custody_years,outcome_suspension_years,totality_adjustment
POST077,40 to 49,Male,Little or no planning,None,Lone,0,0,0,0,0,0,£51-£100,0,0,0,0,0,C - Lesser,Category 3,Unknown/Missing,Yes,1 to 3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Discharge,Yes,Yes,First hearing,0,0,,1,Conditional discharge,,,,,Yes
POST078,30 to 39,Female,Little or no planning,None,Lone,0,0,0,0,0,0,£201-£500,0,0,0,0,0,A - High,Category 2,Unknown/Missing,Yes,20 or more,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Unknown/Missing,Yes,Unknown/Missing,First hearing,1,0,,0,Suspended sentence order,weeks,20,0.38,1,Yes
POST079,30 to 39,Female,Little or no planning,None,Lone,0,0,0,0,0,0,£201-£500,0,0,0,0,0,A - High,Category 2,Unknown/Missing,Yes,20 or more,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Unknown/Missing,Yes,Unknown/Missing,First hearing,1,0,,0,Suspended sentence order,weeks,20,0.38,1,Yes
POST080,30 to 39,Male,Some planning,None,Leading,0,0,0,0,0,0,£501-£1000,0,0,0,1,0,C - Lesser,Category 3,Unknown/Missing,Unknown/Missing,Unknown/Missing,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,Community Order - Medium,Yes,Yes,First hearing,0,1,33,0,Community Order - Medium,,,,,Unknown/Missing
POST081,30 to 39,Female,Little or no planning,None,Limited,0,0,0,0,0,0,£101-£200,0,0,0,1,0,C - Lesser,Category 3,Fine (no band),Yes,1 to 3,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,Community Order - Medium,Yes,Unknown/Missing,First hearing,0,1,25,0,Community Order - Medium,,,,,Yes
POST082,22 to 29,Female,Little or no planning,None,Lone,0,0,0,0,0,0,£11-£50,0,0,0,1,0,C - Lesser,Category 3,Fine (no band),Yes,1 to 3,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,Fine band B,Yes,Yes,First hearing,0,1,33,0,Fine band B,,,,,Yes
POST083,30 to 39,Female,Little or no planning,None,Limited,0,0,0,0,0,0,£101-£200,0,0,0,1,0,Unknown/Missing,Unknown/Missing,Unknown/Missing,Yes,10 to 19,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Community Order - Medium,Yes,Yes,First hearing,0,1,25,0,Community Order - Medium,,,,,Yes
POST084,30 to 39,Male,Little or no planning,None,Limited,0,0,0,0,0,0,£51-£100,0,0,0,1,0,C - Lesser,Category 3,Unknown/Missing,Yes,20 or more,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Fine band B,Yes,Unknown/Missing,First hearing,0,1,33,0,Fine band B,,,,,Unknown/Missing
POST085,30 to 39,Female,Some planning,None,Unknown/Missing,0,0,0,0,0,0,£51-£100,0,0,0,0,0,B - Medium,Category 3,Unknown/Missing,Yes,20 or more,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Immediate Custody,Yes,Yes,First hearing,0,1,33,0,Immediate Custody,weeks,8,0.15,,Yes
POST086,22 to 29,Male,Little or no planning,None,Lone,0,0,0,0,0,1,£11-£50,0,0,0,1,0,C - Lesser,Category 3,Fine (no band),Yes,10 to 19,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,Fine band A,Yes,Unknown/Missing,First hearing,0,1,30,0,Fine band A,,,,,Yes
POST087,Unknown/Missing,Female,Little or no planning,None,Lone,0,0,0,0,0,0,Up to £10,0,0,0,0,0,C - Lesser,Category 3,Unknown/Missing,Yes,1 to 3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Fine band B,Yes,Yes,First hearing,0,1,33,0,Fine band B,,,,,Yes
POST088,30 to 39,Male,Little or no planning,None,Lone,0,0,0,0,0,0,£51-£100,0,0,0,1,0,C - Lesser,Category 3,Fine (no band),No,Not applicable,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,Discharge,Yes,Yes,First hearing,0,0,,1,Conditional discharge,,,,,Yes
POST089,30 to 39,Male,Little or no planning,None,Lone,0,0,0,0,0,0,£201-£500,1,0,0,1,0,A - High,Category 2,Unknown/Missing,Yes,Unknown/Missing,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,Unknown/Missing,Yes,Unknown/Missing,First hearing,0,1,25,0,Suspended sentence order,,,,,Yes
POST090,Unknown/Missing,Unknown/Missing,Unknown/Missing,None,Unknown/Missing,0,0,0,0,0,1,£201-£500,0,0,1,0,0,Unknown/Missing,Unknown/Missing,Unknown/Missing,Unknown/Missing,Unknown/Missing,1,0,0,0,0,0,1,1,1,0,0,0,0,0,0,0,0,0,0,0,Unknown/Missing,Yes,Unknown/Missing,Unknown/Missing,1,0,,0,Unknown/Missing,,,,,Unknown/Missing
POST091,40 to 49,Male,Little or no planning,None,Leading,0,0,0,0,0,0,Up to £10,0,0,0,1,0,B - Medium,Category 3,Fine (no band),Yes,20 or more,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,Fine band B,Yes,Yes,First hearing,0,0,,1,Unknown/Missing,,,,,No
POST092,30 to 39,Female,Some planning,None,Lone,0,0,0,0,0,0,£51-£100,0,0,0,1,0,B - Medium,Category 3,Community Order - Low,Yes,4 to 9,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,Community Order - Low,Unknown/Missing,Unknown/Missing,Unknown/Missing,0,0,,0,Other,,,,,Unknown/Missing
POST093,30 to 39,Female,Little or no planning,None,Lone,0,0,0,0,0,0,£51-£100,0,0,0,1,0,C - Lesser,Category 3,Fine (no band),Yes,20 or more,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Unknown/Missing,Yes,Yes,First hearing,0,0,,1,Conditional discharge,,,,,Yes
POST094,Unknown/Missing,Male,Some planning,None,Lone,0,0,0,0,0,0,£11-£50,0,0,0,1,0,C - Lesser,Category 3,Fine band A,Yes,20 or more,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,Fine band B,Yes,Yes,First hearing,0,1,33,0,Fine band B,,,,,Yes
POST095,30 to 39,Male,Little or no planning,Unknown/Missing,Lone,0,0,0,0,0,0,£11-£50,0,0,0,1,0,C - Lesser,Category 3,Unknown/Missing,Yes,20 or more,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,Discharge,Yes,Unknown/Missing,First hearing,0,0,,0,Conditional discharge,,,,,No
POST096,30 to 39,Female,Little or no planning,None,Lone,0,0,0,0,0,0,£51-£100,0,0,0,1,0,C - Lesser,Category 3,Fine band A,No,Not applicable,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,Community Order - Low,Yes,Yes,First hearing,1,0,,0,Community Order - Low,,,,,No
POST097,40 to 49,Male,Some planning,None,Lone,0,0,0,0,1,0,£201-£500,0,0,0,1,0,C - Lesser,Category 3,Fine band A,Yes,20 or more,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,Community Order - Medium,Yes,Yes,First hearing,1,0,,0,Community Order - Medium,,,,,Yes
POST098,30 to 39,Male,Little or no planning,None,Lone,0,0,0,0,0,0,Unknown/Missing,0,0,0,1,0,C - Lesser,Category 3,Fine band A,Yes,20 or more,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Fine band A,Yes,Yes,First hearing,0,1,33,0,Fine band A,,,,,Unknown/Missing
POST099,30 to 39,Male,Little or no planning,None,Lone,0,0,0,0,0,0,£51-£100,0,0,0,1,0,C - Lesser,Category 3,Fine band A,Yes,4 to 9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Fine band A,Yes,Yes,First hearing,0,1,33,0,Conditional discharge,,,,,Unknown/Missing
POST100,Unknown/Missing,Male,Little or no planning,None,Lone,0,0,0,0,0,0,£11-£50,0,0,0,1,0,C - Lesser,Category 3,Unknown/Missing,Yes,20 or more,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,Fine band A,Yes,Yes,First hearing,0,0,,1,Conditional discharge,,,,,Yes
POST101,Unknown/Missing,Male,Some planning,None,Lone,0,0,0,0,0,0,£11-£50,0,0,0,1,0,A - High,Category 3,Community Order - High,Yes,20 or more,0,0,1,1,0,0,0,0,1,0,0,0,1,0,0,1,0,0,0,0,Community Order - Medium,Yes,Yes,Subsequent hearing,0,0,,0,Immediate Custody,days,14,0.04,,Yes
POST102,30 to 39,Male,Little or no planning,None,Lone,0,0,0,0,0,0,£11-£50,0,0,0,1,0,C - Lesser,Category 3,Fine (no band),Yes,20 or more,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Discharge,Yes,Yes,First hearing,0,1,33,0,Conditional discharge,,,,,No
POST103,30 to 39,Female,Little or no planning,None,Lone,0,0,0,0,0,0,£11-£50,0,0,0,0,0,C - Lesser,Unknown/Missing,Fine (no band),Yes,10 to 19,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,Community Order - Low,Yes,Yes,First hearing,0,1,33,0,Community Order - Low,,,,,Unknown/Missing
POST104,40 to 49,Female,Little or no planning,None,Lone,0,0,0,0,0,0,£51-£100,0,0,0,0,0,C - Lesser,Category 3,Unknown/Missing,Yes,Unknown/Missing,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Community Order - Medium,Yes,Yes,First hearing,1,0,,0,Community Order - Low,,,,,Yes
POST105,40 to 49,Female,Little or no planning,None,Lone,0,0,0,0,0,0,£11-£50,0,0,0,0,0,C - Lesser,Category 3,Fine band A,No,Not applicable,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,Discharge,Yes,Yes,First hearing,0,1,33,0,Conditional discharge,,,,,Unknown/Missing
POST106,Unknown/Missing,Male,Little or no planning,None,Lone,0,0,0,0,0,0,£51-£100,0,0,0,1,0,C - Lesser,Category 3,Unknown/Missing,Yes,20 or more,0,1,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,Fine band A,Yes,Yes,First hearing,0,0,,1,Conditional discharge,,,,,Unknown/Missing
POST107,30 to 39,Male,Unknown/Missing,Unknown/Missing,Lone,0,0,0,0,0,0,£11-£50,0,0,0,1,0,C - Lesser,Category 3,Unknown/Missing,Yes,10 to 19,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,1,0,0,0,0,Fine band B,Yes,Yes,Unknown/Missing,0,0,,1,Conditional discharge,,,,,Unknown/Missing
POST108,22 to 29,Male,Some planning,None,Leading,0,0,0,0,0,0,£101-£200,0,0,0,0,1,B - Medium,Category 3,Unknown/Missing,Yes,20 or more,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Unknown/Missing,Yes,Yes,First hearing,0,0,,0,Immediate Custody,weeks,24,0.46,,Yes
POST109,30 to 39,Male,Little or no planning,None,Lone,0,0,0,0,0,0,£11-£50,0,0,0,1,0,C - Lesser,Category 3,Fine (no band),Yes,20 or more,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,Fine band B,Yes,Yes,First hearing,0,0,,1,Conditional discharge,,,,,Unknown/Missing
POST110,30 to 39,Female,Little or no planning,None,Significant,0,0,0,0,0,0,£101-£200,0,0,0,1,0,C - Lesser,Category 3,Fine (no band),Unknown/Missing,Unknown/Missing,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,Fine band A,Yes,Yes,Unknown/Missing,0,1,33,0,Fine band A,,,,,Yes
POST111,22 to 29,Male,Little or no planning,None,Significant,0,0,0,0,0,0,£101-£200,0,0,0,1,0,C - Lesser,Category 3,Fine (no band),Yes,10 to 19,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,Fine band A,Yes,Unknown/Missing,Unknown/Missing,0,1,33,0,Fine band A,,,,,Yes
POST112,18 to 21,Male,Little or no planning,None,Unknown/Missing,0,0,0,0,0,0,£11-£50,0,0,0,1,0,C - Lesser,Category 3,Fine (no band),Yes,1 to 3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Fine band A,Yes,Yes,First hearing,0,0,,1,Conditional discharge,,,,,Unknown/Missing
POST113,40 to 49,Male,Some planning,None,Lone,0,0,0,0,0,0,£201-£500,0,0,0,1,1,B - Medium,Category 2,Unknown/Missing,Yes,1 to 3,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,Community Order - Low,Yes,Yes,First hearing,1,0,,0,Community Order - Low,,,,,Yes
POST114,30 to 39,Female,Little or no planning,None,Lone,0,0,0,0,0,1,£11-£50,0,0,0,1,0,C - Lesser,Category 3,Unknown/Missing,Yes,4 to 9,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,0,0,1,0,0,Fine band A,Yes,Yes,First hearing,0,0,,0,Conditional discharge,,,,,No
POST115,30 to 39,Male,Some planning,None,Lone,0,0,0,0,0,0,£101-£200,0,0,0,1,0,B - Medium,Category 3,Community Order (no level),Yes,10 to 19,0,0,1,0,0,0,0,0,1,0,0,0,0,1,0,1,0,0,0,1,Community Order - High,Yes,Yes,First hearing,0,1,33,0,Community Order - Medium,,,,,Yes
POST116,18 to 21,Male,Little or no planning,Unknown/Missing,Lone,0,0,0,0,0,1,£11-£50,0,0,0,1,0,C - Lesser,Category 3,Unknown/Missing,Yes,1 to 3,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,Community Order - High,Yes,Yes,First hearing,1,0,,0,Community Order - Medium,,,,,Yes
POST117,30 to 39,Male,Little or no planning,None,Limited,0,0,0,0,0,0,£11-£50,0,0,0,0,0,C - Lesser,Category 3,Fine (no band),Yes,1 to 3,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Community Order - Low,Yes,Yes,First hearing,0,1,33,0,Community Order - Low,,,,,Yes
POST118,40 to 49,Female,Some planning,None,Lone,0,0,0,0,0,0,£101-£200,0,0,0,1,0,C - Lesser,Category 3,Fine (no band),Yes,10 to 19,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Community Order - Low,Yes,Yes,Subsequent hearing,1,0,,0,Community Order - Low,,,,,No
POST119,30 to 39,Male,Little or no planning,None,Lone,0,0,0,0,0,0,£51-£100,0,0,0,1,0,Unknown/Missing,Category 3,Fine (no band),Yes,20 or more,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Fine band B,Yes,Yes,First hearing,0,0,,1,Conditional discharge,,,,,Unknown/Missing
POST120,Unknown/Missing,Male,Little or no planning,None,Lone,0,0,0,0,0,0,£501-£1000,0,0,0,0,0,C - Lesser,Category 2,Fine (no band),Yes,20 or more,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Immediate Custody,Yes,Yes,First hearing,0,1,30,0,Immediate Custody,weeks,4,0.08,,Unknown/Missing
POST121,50 to 59,Female,Some planning,None,Significant,0,0,0,0,0,0,£51-£100,0,0,0,1,0,A - High,Category 3,Fine (no band),Yes,10 to 19,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Community Order - High,Yes,Yes,First hearing,0,0,,1,Suspended sentence order,weeks,18,0.35,1,No
POST122,40 to 49,Female,Unknown/Missing,Unknown/Missing,Unknown/Missing,0,0,0,0,0,0,£51-£100,0,0,0,0,0,C - Lesser,Unknown/Missing,Fine (no band),No,Not applicable,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,Discharge,Yes,Yes,First hearing,0,1,33,0,Conditional discharge,,,,,Yes
POST123,30 to 39,Female,Some planning,None,Lone,0,0,0,0,0,0,Up to £10,0,0,0,1,0,C - Lesser,Category 3,Fine (no band),Yes,10 to 19,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,Community Order - Medium,Yes,Yes,First hearing,0,1,Unknown,0,Community Order - Low,,,,,Unknown/Missing
POST124,22 to 29,Male,Unknown/Missing,Unknown/Missing,Unknown/Missing,0,0,0,0,0,0,Unknown/Missing,0,0,0,0,0,Unknown/Missing,Unknown/Missing,Unknown/Missing,Unknown/Missing,Unknown/Missing,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Unknown/Missing,Unknown/Missing,Unknown/Missing,Unknown/Missing,0,0,,0,Unknown/Missing,,,,,Unknown/Missing
POST125,30 to 39,Female,Little or no planning,None,Lone,0,0,0,0,0,0,£201-£500,0,0,0,1,0,B - Medium,Category 2,Unknown/Missing,Yes,20 or more,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Community Order - Medium,Yes,Yes,First hearing,0,1,Unknown,0,Community Order - Medium,,,,,Yes
POST126,22 to 29,Female,Little or no planning,None,Limited,0,0,0,0,0,0,£201-£500,0,0,0,0,0,Unknown/Missing,Unknown/Missing,Unknown/Missing,Yes,4 to 9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,Community Order - Medium,Yes,Yes,First hearing,0,0,,1,Unknown/Missing,,,,,Unknown/Missing
POST127,30 to 39,Female,Little or no planning,None,Lone,0,0,0,0,0,0,£101-£200,0,0,0,1,0,C - Lesser,Category 3,Fine (no band),Yes,20 or more,0,1,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,Immediate Custody,Yes,No,Day of trial,0,0,,1,Community Order - High,,,,,Yes
POST128,30 to 39,Female,Little or no planning,None,Lone,0,0,0,0,0,0,£11-£50,0,0,0,0,0,C - Lesser,Category 3,Fine band B,Yes,1 to 3,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Suspended sentence order,Yes,Yes,First hearing,0,1,30,0,Suspended sentence order,weeks,8,0.15,1,Yes
POST129,22 to 29,Female,Some planning,None,Limited,0,0,0,0,1,0,£201-£500,0,0,0,1,0,C - Lesser,Category 3,Custody,No,Not applicable,0,0,0,0,0,0,0,0,0,1,1,1,0,0,0,0,1,0,0,0,Community Order - High,Yes,Yes,Subsequent hearing,0,1,33,0,Community Order - Low,,,,,Unknown/Missing
POST130,Unknown/Missing,Female,Unknown/Missing,Unknown/Missing,Unknown/Missing,0,0,0,0,0,0,Unknown/Missing,0,0,0,0,0,Unknown/Missing,Unknown/Missing,Unknown/Missing,Unknown/Missing,Unknown/Missing,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Unknown/Missing,Unknown/Missing,Unknown/Missing,Unknown/Missing,0,0,,0,Unknown/Missing,,,,,Unknown/Missing
POST131,Unknown/Missing,Female,Little or no planning,None,Limited,0,0,0,0,0,0,£101-£200,0,0,0,1,0,B - Medium,Category 3,Fine band A,No,Not applicable,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,Fine band A,Yes,Yes,First hearing,0,0,,1,Conditional discharge,,,,,Yes
POST132,30 to 39,Male,Little or no planning,None,Lone,0,0,0,0,0,0,£51-£100,0,0,0,1,0,C - Lesser,Category 3,Fine band A,No,Not applicable,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,Community Order - Low,Yes,Yes,First hearing,1,0,,0,Community Order - Low,,,,,Yes
POST133,22 to 29,Male,Unknown/Missing,None,Lone,0,0,0,0,0,0,£51-£100,0,0,0,0,0,C - Lesser,Category 3,Fine band B,No,Not applicable,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,1,0,0,0,0,Discharge,Yes,Yes,First hearing,0,0,,1,Conditional discharge,,,,,Unknown/Missing
POST134,30 to 39,Male,Little or no planning,None,Lone,0,0,0,0,0,0,£101-£200,0,0,0,0,0,C - Lesser,Unknown/Missing,Fine (no band),Yes,10 to 19,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,Fine band B,Yes,Yes,Unknown/Missing,1,0,,0,Community Order - Low,,,,,Unknown/Missing
POST135,30 to 39,Female,Little or no planning,None,Lone,0,0,0,0,0,0,£201-£500,0,0,0,0,0,C - Lesser,Category 1,Unknown/Missing,No,Not applicable,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,Discharge,Yes,Unknown/Missing,First hearing,0,0,,0,Conditional discharge,,,,,Yes
POST136,40 to 49,Female,Little or no planning,Unknown/Missing,Lone,0,0,0,0,0,1,£201-£500,0,0,0,1,0,C - Lesser,Category 3,Fine (no band),Yes,1 to 3,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,Community Order - Medium,Yes,Yes,First hearing,1,1,33,0,Community Order - Medium,,,,,Yes
POST137,Unknown/Missing,Female,Unknown/Missing,Unknown/Missing,Unknown/Missing,0,0,0,0,0,0,Unknown/Missing,0,0,0,0,0,Unknown/Missing,Unknown/Missing,Unknown/Missing,Unknown/Missing,Unknown/Missing,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Unknown/Missing,Unknown/Missing,Unknown/Missing,Unknown/Missing,0,0,,0,Unknown/Missing,,,,,Unknown/Missing
POST138,40 to 49,Male,Little or no planning,None,Lone,0,0,0,0,0,0,£201-£500,0,0,0,0,0,C - Lesser,Category 2,Custody,Yes,20 or more,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Immediate Custody,Yes,Yes,First hearing,0,1,33,0,Immediate Custody,weeks,8,0.15,,Yes
POST139,30 to 39,Male,Little or no planning,None,Lone,0,0,0,0,0,0,£51-£100,0,0,0,0,0,C - Lesser,Category 1,Fine band C,Yes,None,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,Fine band C,Yes,Yes,First hearing,0,0,,1,Fine band B,,,,,No
POST140,30 to 39,Female,Little or no planning,None,Lone,0,0,0,0,0,0,£101-£200,0,0,0,1,0,C - Lesser,Category 3,Unknown/Missing,Yes,20 or more,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,Unknown/Missing,Yes,Yes,First hearing,0,1,33,0,Suspended sentence order,weeks,6,0.12,1,Yes
POST141,Unknown/Missing,Female,Some planning,None,Lone,0,0,0,0,0,0,£201-£500,0,0,0,1,0,A - High,Category 2,Fine (no band),Yes,10 to 19,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,Community Order - Low,Yes,Yes,First hearing,0,1,Unknown,0,Community Order - Medium,,,,,No
POST142,30 to 39,Female,Little or no planning,None,Leading,0,0,0,0,0,0,£51-£100,0,0,0,0,0,C - Lesser,Category 3,Unknown/Missing,Yes,None,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,Unknown/Missing,Yes,Yes,Unknown/Missing,0,1,Unknown,0,Conditional discharge,,,,,No
POST143,40 to 49,Male,Little or no planning,None,Limited,0,0,0,0,0,0,£101-£200,0,0,0,1,0,C - Lesser,Category 3,Fine (no band),Yes,20 or more,0,1,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,Immediate Custody,Yes,Yes,First hearing,0,1,33,0,Immediate Custody,weeks,4,0.08,,Yes
POST144,22 to 29,Male,Little or no planning,None,Lone,0,0,0,0,0,0,£101-£200,0,0,0,1,0,C - Lesser,Category 3,Unknown/Missing,Yes,20 or more,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Discharge,Yes,Unknown/Missing,First hearing,0,0,,0,Conditional discharge,,,,,Yes
POST145,30 to 39,Male,Little or no planning,None,Lone,0,0,0,0,0,0,£51-£100,0,0,0,1,0,C - Lesser,Category 3,Unknown/Missing,Yes,20 or more,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Discharge,Yes,Yes,First hearing,0,0,,0,Conditional discharge,,,,,Yes
POST146,22 to 29,Male,Little or no planning,None,Lone,0,0,0,0,0,0,£11-£50,0,0,0,0,0,C - Lesser,Category 3,Fine band A,Yes,None,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,Unknown/Missing,Yes,Yes,First hearing,0,0,,1,Unknown/Missing,,,,,Unknown/Missing
POST147,30 to 39,Female,Little or no planning,None,Lone,0,0,0,0,0,0,£11-£50,0,0,0,0,0,C - Lesser,Category 3,Unknown/Missing,Yes,1 to 3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,Fine band B,Yes,Yes,Unknown/Missing,0,1,30,0,Conditional discharge,,,,,Yes
POST148,22 to 29,Male,Some planning,None,Significant,0,0,0,0,0,0,£51-£100,0,0,0,1,0,B - Medium,Category 3,Fine band C,Yes,20 or more,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Community Order - Medium,Yes,Yes,Subsequent hearing,1,0,,0,Community Order - Medium,,,,,Yes
POST149,22 to 29,Male,Little or no planning,None,Leading,0,0,0,0,0,0,£201-£500,0,0,0,1,0,Unknown/Missing,Unknown/Missing,Unknown/Missing,Yes,20 or more,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Unknown/Missing,Yes,Unknown/Missing,First hearing,0,0,,0,Suspended sentence order,,,,1,Unknown/Missing
POST150,40 to 49,Male,Some planning,None,Leading,0,0,0,0,0,0,£51-£100,0,0,0,1,0,A - High,Category 3,Absolute discharge,Yes,1 to 3,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,Unknown/Missing,Yes,Yes,First hearing,0,0,,0,Immediate Custody,days,1,0.003,,Yes
POST151,22 to 29,Female,Little or no planning,None,Significant,0,0,0,0,0,0,£201-£500,0,0,0,0,0,B - Medium,Category 2,Community Order - Low,Yes,4 to 9,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,Community Order - Medium,Yes,Yes,First hearing,0,0,,1,Unknown/Missing,,,,,No
POST152,30 to 39,Female,Little or no planning,None,Lone,0,0,0,0,0,0,£51-£100,0,0,0,0,0,C - Lesser,Category 3,Fine band B,Yes,1 to 3,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Suspended sentence order,Yes,Yes,First hearing,0,1,30,0,Suspended sentence order,weeks,8,0.15,1,Yes
POST153,30 to 39,Male,Little or no planning,None,Lone,0,0,0,0,0,0,£11-£50,0,0,0,0,0,B - Medium,Category 3,Fine band B,Yes,1 to 3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Fine band B,Yes,Yes,First hearing,0,1,Unknown,0,Fine band B,,,,,Yes
POST154,30 to 39,Male,Some planning,None,Significant,0,0,0,0,0,0,More than £1000,0,0,0,1,0,A - High,Category 2,Unknown/Missing,Yes,20 or more,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,Immediate Custody,Yes,Yes,First hearing,0,1,33,0,Immediate Custody,weeks,32,0.62,,Yes
